PID,taskType,rightHanded,width,length,rotation,execType,trialRep,PositionX,PositionY,PositionZ,Movement,Speed,Timestamp
17,True,False,0.02,0.25,Rot16,2,0,0.004931302,-0.003497482,0.01889692,0,0,0.0049

17,True,False,0.02,0.25,Rot16,2,0,0.005794375,-0.002758503,0.03695764,0.01809643,1.32336111860316,13.6795

17,True,False,0.02,0.25,Rot16,2,0,0.007891756,-0.001991988,0.05003338,0.01326504,0.96970924917159,27.3589

17,True,False,0.02,0.25,Rot16,2,0,0.009586778,-0.001161695,0.06040838,0.0105453,0.774688817797179,40.9712

17,True,False,0.02,0.25,Rot16,2,0,0.01102599,-0.0003601324,0.06930028,0.00904321,0.619809749358426,55.5615

17,True,False,0.02,0.25,Rot16,2,0,0.01241828,0.0002850282,0.07691407,0.007766888,0.562398177127624,69.3718

17,True,False,0.02,0.25,Rot16,2,0,0.01365205,0.0009700046,0.08398764,0.007212955,0.282550730139241,94.8998

17,True,False,0.02,0.25,Rot16,2,0,0.01325945,-0.0004248632,0.09004179,0.006225158,0.233510559089874,121.5588

17,True,False,0.02,0.25,Rot16,2,0,0.01123134,-0.001498939,0.09637153,0.006732936,0.486013287920405,135.4122

17,True,False,0.02,0.25,Rot16,2,0,0.009138628,-0.001960517,0.1058637,0.009731078,0.73662805455551,148.6225

17,True,False,0.02,0.25,Rot16,2,0,0.007817614,-0.002263904,0.1173283,0.01154447,0.822724402269418,162.6545

17,True,False,0.02,0.25,Rot16,2,0,0.00704257,-0.002421618,0.1272374,0.009940549,0.739844358434951,176.0905

17,True,False,0.02,0.25,Rot16,2,0,0.007034136,-0.002272845,0.1383505,0.01111417,0.831662110941843,189.4543

17,True,False,0.02,0.25,Rot16,2,0,0.007215725,-0.002082945,0.1482138,0.009866741,0.600927054052191,205.8735

17,True,False,0.02,0.25,Rot16,2,0,0.007511791,-0.001863003,0.1570647,0.008858643,0.361189520672588,230.3998

17,True,False,0.02,0.25,Rot16,2,0,0.00777425,-0.003627897,0.1671453,0.0102373,0.705296054386677,244.9147

17,True,False,0.02,0.25,Rot16,2,0,0.007926906,-0.002907754,0.184012,0.0168827,1.4151107061569,256.845

17,True,False,0.02,0.25,Rot16,2,0,0.008480294,-0.00225699,0.1969021,0.01291842,0.989235020750051,269.904

17,True,False,0.02,0.25,Rot16,2,0,0.009109378,-0.001633168,0.2081707,0.01130336,0.759292498849634,284.7907

17,True,False,0.02,0.25,Rot16,2,0,0.01051317,-0.0008546124,0.2252798,0.01718426,0.618555105697171,312.572

17,True,False,0.02,0.25,Rot16,2,0,0.01034194,0.000295638,0.2385621,0.01333311,0.526415799109253,337.9001

17,True,False,0.02,0.25,Rot16,2,0,0.01091335,0.001471757,0.2582249,0.0197062,0.724348735287714,365.1055

