PID,taskType,rightHanded,width,length,rotation,execType,trialRep,PositionX,PositionY,PositionZ,Movement,Speed,Timestamp
17,True,False,0.02,0.25,Rot17,2,0,0.006693367,0.001685381,0.0005269721,0,0,0.0045

17,True,False,0.02,0.25,Rot17,2,0,0.005847016,0.001543641,0.003074244,0.002687935,0.1070408363267,25.1158

17,True,False,0.02,0.25,Rot17,2,0,0.005100986,0.001416922,0.005330957,0.002380205,0.0858034663892733,52.856

17,True,False,0.02,0.25,Rot17,2,0,0.004604058,0.001273275,0.00740464,0.002137225,0.151035307675325,67.0065

17,True,False,0.02,0.25,Rot17,2,0,0.003791188,0.0008416178,0.01046989,0.003200445,0.231951607951345,80.8044

17,True,False,0.02,0.25,Rot17,2,0,0.003038019,0.0003558399,0.01375347,0.003403691,0.242376318707439,94.8474

17,True,False,0.02,0.25,Rot17,2,0,0.001394797,-0.0003046989,0.01635066,0.003143547,0.213673736033256,109.5593

17,True,False,0.02,0.25,Rot17,2,0,1.240703E-05,-0.0008757114,0.01851136,0.002627871,0.189864114220802,123.4001

17,True,False,0.02,0.25,Rot17,2,0,-0.001204907,-0.001386285,0.02039774,0.002302379,0.171791149765261,136.8023

17,True,False,0.02,0.25,Rot17,2,0,-0.001440761,-0.001424551,0.02128088,0.0009148918,0.0596343152519268,152.144

17,True,False,0.02,0.25,Rot17,2,0,-0.001698444,-0.001476407,0.02211093,0.0008706778,0.0576982252680259,167.2342

17,True,False,0.02,0.25,Rot17,2,0,-0.001674542,-0.001395345,0.02325889,0.001151062,0.0470814916270347,191.6825

17,True,False,0.02,0.25,Rot17,2,0,-0.001697999,-0.0013268,0.02453531,0.00127848,0.0469198111606885,218.9307

17,True,False,0.02,0.25,Rot17,2,0,-0.00165723,-0.001383782,0.02541595,0.0008834191,0.0603667521883818,233.5649

17,True,False,0.02,0.25,Rot17,2,0,-0.001686664,-0.001172185,0.02678759,0.001388174,0.0543448559902585,259.1087

17,True,False,0.02,0.25,Rot17,2,0,-0.001828862,-0.0008894206,0.02879076,0.002028021,0.159286579167081,271.8406

