PID,taskType,rightHanded,width,length,rotation,execType,trialRep,PositionX,PositionY,PositionZ,Movement,Speed,Timestamp
0,True,True,0.02,0.25,Rot15,0,0,-0.002113813,-0.008907557,-0.0003610998,0,0,2.2991

0,True,True,0.02,0.25,Rot15,0,0,-0.002248004,-0.008781195,0.001415387,0.001786023,0.156140022551437,13.7377

0,True,True,0.02,0.25,Rot15,0,0,-0.002362211,-0.008658171,0.003111906,0.001704804,0.115857992552194,28.4523

0,True,True,0.02,0.25,Rot15,0,0,-0.002456573,-0.008538723,0.004746482,0.001641648,0.116101226540743,42.5921

0,True,True,0.02,0.25,Rot15,0,0,-0.002241998,-0.00823319,0.006799832,0.002087017,0.153898462915779,56.1531

0,True,True,0.02,0.25,Rot15,0,0,-0.00202845,-0.007931948,0.008841477,0.002074769,0.151965426155676,69.806

0,True,True,0.02,0.25,Rot15,0,0,-0.0009519616,-0.007176518,0.01088887,0.00243338,0.185637970613103,82.9142

0,True,True,0.02,0.25,Rot15,0,0,7.367686E-05,-0.006448627,0.01292835,0.002396086,0.169424500480355,97.0567

0,True,True,0.02,0.25,Rot15,0,0,0.001029678,-0.005765319,0.01491468,0.002307885,0.16734354945614,110.848

0,True,True,0.02,0.25,Rot15,0,0,0.002126555,-0.004866243,0.01710858,0.002612412,0.197389642572754,124.0828

0,True,True,0.02,0.25,Rot15,0,0,0.003174289,-0.004009724,0.01926186,0.002543221,0.179607287327219,138.2427

0,True,True,0.02,0.25,Rot15,0,0,0.00399345,-0.002824665,0.02174369,0.002869643,0.207860764651841,152.0483

0,True,True,0.02,0.25,Rot15,0,0,0.004804277,-0.00169766,0.02415746,0.002784584,0.206395465002153,165.5398

0,True,True,0.02,0.25,Rot15,0,0,0.005562494,-0.0003283032,0.02839892,0.004521056,0.316228499574247,179.8366

0,True,True,0.02,0.25,Rot15,0,0,0.006291389,0.0009422292,0.03231671,0.004182665,0.302451673090325,193.6658

0,True,True,0.02,0.25,Rot15,0,0,0.006963587,0.002063631,0.03577888,0.003700808,0.273273648817601,207.2083

