PID,taskType,rightHanded,width,length,rotation,execType,trialRep,PositionX,PositionY,PositionZ,Movement,Speed,Timestamp
1,True,True,0.02,0.25,Rot6,1,0,0.001860183,0.000718414,0.0007156283,0,0,0.0049

1,True,True,0.02,0.25,Rot6,1,0,0.002791828,0.001067169,0.003673531,0.003120702,0.241439490683791,12.9303

1,True,True,0.02,0.25,Rot6,1,0,0.003641333,0.001559117,0.006833717,0.003309146,0.252284970174911,26.047

1,True,True,0.02,0.25,Rot6,1,0,0.003640777,0.001559296,0.006834425,9.182917E-07,6.75582063467614E-05,39.6396

1,True,True,0.02,0.25,Rot6,1,0,0.004003346,0.001956952,0.009625152,0.002842137,0.2155174894073,52.8271

1,True,True,0.02,0.25,Rot6,1,0,0.003941623,0.001704271,0.01236259,0.00274977,0.107014102962147,78.5225

1,True,True,0.02,0.25,Rot6,1,0,0.003907477,0.001491176,0.01472198,0.00236924,0.0901437788957153,104.8054

1,True,True,0.02,0.25,Rot6,1,0,0.004083833,0.001265122,0.01735213,0.002645725,0.195631850896476,118.3294

1,True,True,0.02,0.25,Rot6,1,0,0.004298111,0.000694896,0.02079307,0.003494443,0.255785789297105,131.991

1,True,True,0.02,0.25,Rot6,1,0,0.004488662,7.761327E-05,0.02437786,0.00364254,0.272892396936011,145.3389

1,True,True,0.02,0.25,Rot6,1,0,0.004633425,-0.0004297294,0.02724709,0.002917329,0.205570226693359,159.5303

1,True,True,0.02,0.25,Rot6,1,0,0.005037067,-0.0004061272,0.02951326,0.002301964,0.156883274666955,174.2034

1,True,True,0.02,0.25,Rot6,1,0,0.005390083,-0.0003562043,0.0315256,0.002043681,0.16418145135654,186.6511

1,True,True,0.02,0.25,Rot6,1,0,0.005583679,0.0004579042,0.03437719,0.002971838,0.113876177643258,212.7482

1,True,True,0.02,0.25,Rot6,1,0,0.005801601,0.001190964,0.037101,0.002829131,0.106158778141296,239.3982

1,True,True,0.02,0.25,Rot6,1,0,0.005960155,0.00191922,0.04117768,0.004144245,0.290963076625435,253.6414

1,True,True,0.02,0.25,Rot6,1,0,0.005920751,0.002431578,0.04720221,0.006046408,0.431695096175062,267.6476

1,True,True,0.02,0.25,Rot6,1,0,0.005905855,0.002941028,0.0525223,0.005344452,0.39344306238087,281.2314

1,True,True,0.02,0.25,Rot6,1,0,0.005899219,0.003424326,0.05656342,0.004069923,0.276176038273878,295.9681

1,True,True,0.02,0.25,Rot6,1,0,0.006236468,0.003337187,0.06025972,0.003712676,0.272586029036334,309.5883

1,True,True,0.02,0.25,Rot6,1,0,0.006502274,0.003290215,0.06347279,0.003224388,0.231067732772168,323.5426

1,True,True,0.02,0.25,Rot6,1,0,0.006209295,0.003923007,0.06813307,0.004712161,0.175351870556543,350.4152

1,True,True,0.02,0.25,Rot6,1,0,0.005705971,0.002713646,0.07139722,0.003517176,0.251525095800432,364.3986

1,True,True,0.02,0.25,Rot6,1,0,0.005152395,0.001136426,0.07508916,0.004052715,0.300265605971519,377.8957

1,True,True,0.02,0.25,Rot6,1,0,0.004455108,-0.0009719275,0.07917738,0.004652411,0.163864032040195,406.2876

1,True,True,0.02,0.25,Rot6,1,0,0.004242111,-0.002721001,0.08259013,0.003840769,0.136827290445765,434.3578

1,True,True,0.02,0.25,Rot6,1,0,0.00422487,-0.002788099,0.08624831,0.003658831,0.265050118612896,448.1621

1,True,True,0.02,0.25,Rot6,1,0,0.00420549,-0.002894098,0.09110422,0.004857111,0.352823632654115,461.9285

1,True,True,0.02,0.25,Rot6,1,0,0.004203586,-0.003142427,0.09637019,0.005271818,0.369648673638928,476.1902

1,True,True,0.02,0.25,Rot6,1,0,0.004184689,-0.003348925,0.1005946,0.004229446,0.307634137122954,489.9385

1,True,True,0.02,0.25,Rot6,1,0,0.003985252,-0.002370634,0.1033334,0.002915154,0.197236367573153,504.7185

1,True,True,0.02,0.25,Rot6,1,0,0.003750009,-0.001561962,0.1059649,0.002763027,0.107094488445378,530.5184

1,True,True,0.02,0.25,Rot6,1,0,0.003411813,0.0008821756,0.1101186,0.004831223,0.173918264100301,558.2971

1,True,True,0.02,0.25,Rot6,1,0,0.003982708,0.002581389,0.1142296,0.004484835,0.311295556382483,572.7041

1,True,True,0.02,0.25,Rot6,1,0,0.004659679,0.004535717,0.1196353,0.00578783,0.2264577518867,598.2622

1,True,True,0.02,0.25,Rot6,1,0,0.004194867,0.006565805,0.1246987,0.005475048,0.421095991799552,611.2641

1,True,True,0.02,0.25,Rot6,1,0,0.003926848,0.008145764,0.1294183,0.004984213,0.314403865493314,627.117

1,True,True,0.02,0.25,Rot6,1,0,0.004179243,0.009358644,0.1320318,0.0028923,0.222445243385609,640.1193

1,True,True,0.02,0.25,Rot6,1,0,0.004398173,0.01025585,0.1342924,0.002441937,0.0934712767030634,666.2443

1,True,True,0.02,0.25,Rot6,1,0,0.004659601,0.01034269,0.1363852,0.002110861,0.0755208638419371,694.195

1,True,True,0.02,0.25,Rot6,1,0,0.005155657,0.01056135,0.1391425,0.002810053,0.230239763908312,706.3999

1,True,True,0.02,0.25,Rot6,1,0,0.005725263,0.010908,0.1431978,0.004109731,0.32733561737451,718.955

1,True,True,0.02,0.25,Rot6,1,0,0.006043185,0.01100802,0.1489452,0.005757137,0.415951072670594,732.7959

1,True,True,0.02,0.25,Rot6,1,0,0.006043172,0.011008,0.1489452,2.849299E-08,2.1637726551583E-06,745.9641

1,True,True,0.02,0.25,Rot6,1,0,0.006282893,0.01105969,0.153494,0.004555364,0.336176795964486,759.5146

1,True,True,0.02,0.25,Rot6,1,0,0.006232452,0.01054849,0.1568741,0.003418944,0.245610286518651,773.4348

1,True,True,0.02,0.25,Rot6,1,0,0.006242557,0.01017903,0.1598126,0.002961587,0.121412359124675,797.8276

1,True,True,0.02,0.25,Rot6,1,0,0.0059147,0.009585921,0.1630437,0.003301428,0.1251925677373,824.1984

1,True,True,0.02,0.25,Rot6,1,0,0.005645294,0.008893638,0.1674606,0.004478945,0.328807161817129,837.8202

1,True,True,0.02,0.25,Rot6,1,0,0.005393584,0.008246663,0.1731208,0.005702649,0.412924229386163,851.6306

1,True,True,0.02,0.25,Rot6,1,0,0.005084355,0.007786483,0.1784507,0.005358666,0.388390728189478,865.4277

1,True,True,0.02,0.25,Rot6,1,0,0.0041898,0.006611702,0.1843254,0.006057436,0.427664227076706,879.5917

1,True,True,0.02,0.25,Rot6,1,0,0.003259501,0.005750937,0.1892889,0.005122679,0.364598317867723,893.6419

1,True,True,0.02,0.25,Rot6,1,0,0.003006693,0.005467795,0.1944415,0.00516659,0.195742730150471,920.0367

1,True,True,0.02,0.25,Rot6,1,0,0.002890161,0.005315265,0.2002927,0.005854357,0.403787747366502,934.5353

1,True,True,0.02,0.25,Rot6,1,0,0.002891993,0.005072837,0.2068209,0.006532744,0.471504613693787,948.3904

1,True,True,0.02,0.25,Rot6,1,0,0.002547866,0.004747442,0.2130089,0.006206044,0.463822927180127,961.7706

1,True,True,0.02,0.25,Rot6,1,0,0.00286099,0.004400131,0.2201676,0.007173954,0.501952377738477,976.0627

1,True,True,0.02,0.25,Rot6,1,0,0.002905648,0.003985111,0.2264392,0.006285536,0.230445366455341,1003.3383

