ParticipantNumber; Nurse; Click Counter; Assistance Activated; Controller Position; Pointer Position; Target Position; Syringe angle x; Syringe anfle y; Syringe angle z; Accuracy x; Accuracy y; isInside; Distance b/w Syringe and Insert position; Total Time; 
21; False;0;True;(0.40, 0.92, 0.32);(0.29, 0.81, 0.38);(0.24, 0.75, 0.58);40.72838;300.6807;9.440688;4.728382;-47.16928;False;0.215924;112.1122
21; False;0;True;(0.40, 0.92, 0.32);(0.29, 0.81, 0.38);(0.24, 0.75, 0.58);39.97231;300.9866;9.90422;3.972309;-46.86343;False;0.2155919;112.127
21; False;0;True;(0.40, 0.93, 0.32);(0.29, 0.82, 0.38);(0.24, 0.75, 0.58);39.04597;301.1287;10.22515;3.045975;-46.72134;False;0.2152607;112.1397
21; False;0;True;(0.40, 0.93, 0.32);(0.29, 0.82, 0.38);(0.24, 0.75, 0.58);38.25056;301.1026;10.52064;2.250557;-46.74741;False;0.2150855;112.154
21; False;0;True;(0.40, 0.93, 0.32);(0.29, 0.83, 0.38);(0.24, 0.75, 0.58);37.5037;301.0446;10.63084;1.503696;-46.80536;False;0.2152869;112.1677
21; False;0;True;(0.40, 0.94, 0.32);(0.29, 0.83, 0.38);(0.24, 0.75, 0.58);36.72813;300.9835;10.65998;0.7281342;-46.86655;False;0.2154687;112.1817
21; False;0;True;(0.40, 0.94, 0.32);(0.29, 0.83, 0.39);(0.24, 0.75, 0.58);35.99065;300.7666;10.59149;-0.009346008;-47.0834;False;0.2156608;112.1954
21; False;0;True;(0.40, 0.94, 0.32);(0.29, 0.84, 0.39);(0.24, 0.75, 0.58);35.27184;300.6121;10.83167;-0.728157;-47.23792;False;0.2161584;112.2091
21; False;0;True;(0.40, 0.94, 0.32);(0.28, 0.84, 0.39);(0.24, 0.75, 0.58);34.66536;300.5716;11.11986;-1.334641;-47.27838;False;0.2165692;112.226
21; False;0;True;(0.40, 0.94, 0.32);(0.28, 0.85, 0.39);(0.24, 0.75, 0.58);34.07028;300.7803;11.46173;-1.929718;-47.06973;False;0.2170179;112.2388
21; False;0;True;(0.40, 0.95, 0.32);(0.28, 0.85, 0.39);(0.24, 0.75, 0.58);33.58567;301.1139;11.69273;-2.41433;-46.73608;False;0.2172685;112.2528
21; False;0;True;(0.40, 0.95, 0.32);(0.28, 0.85, 0.39);(0.24, 0.75, 0.58);33.23157;301.3372;11.90212;-2.768433;-46.51285;False;0.2174421;112.2649
21; False;0;True;(0.40, 0.95, 0.32);(0.28, 0.85, 0.39);(0.24, 0.75, 0.58);32.95193;301.6651;12.23126;-3.048073;-46.18491;False;0.2177049;112.2792
21; False;0;True;(0.40, 0.95, 0.32);(0.29, 0.85, 0.39);(0.24, 0.75, 0.58);32.63544;302.1938;12.49006;-3.364563;-45.65625;False;0.2179053;112.2959
21; False;0;True;(0.40, 0.95, 0.32);(0.29, 0.86, 0.39);(0.24, 0.75, 0.58);32.36827;302.5407;12.80313;-3.631725;-45.30933;False;0.2179548;112.3067
21; False;0;True;(0.40, 0.95, 0.32);(0.28, 0.86, 0.39);(0.24, 0.75, 0.58);32.14653;302.7584;13.05531;-3.85347;-45.09158;False;0.2181459;112.3225
21; False;0;True;(0.40, 0.95, 0.32);(0.28, 0.86, 0.39);(0.24, 0.75, 0.58);31.78092;302.9823;13.23838;-4.219082;-44.86774;False;0.2184775;112.3358
