PID,PathType,Width,Length,Depth,Width_P,Length_P,Rotation,Rep,PointIndex,BoardX,BoardY,BoardZ,WorldX,WorldY,WorldZ
17,2,2,25,4,0.1396,1.773552,RL,0,23,0.2837167,-0.001000185,0.1630583,0.005340517,1.784394,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,24,0.2911112,-0.001000184,0.1539365,-0.002053976,1.775272,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,25,0.295922,-0.001000183,0.1408762,-0.006864697,1.762212,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,26,0.2943463,-0.001000182,0.1304638,-0.005289048,1.751799,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,27,0.2986426,-0.001000179,0.1052418,-0.009585321,1.726577,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,28,0.2980627,-0.001000177,0.09345937,-0.009005487,1.714795,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,29,0.2952363,-0.001000174,0.06987512,-0.006179094,1.691211,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,30,0.2998781,-0.001000173,0.06019437,-0.01082084,1.68153,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,31,0.302638,-0.001000172,0.04973602,-0.01358074,1.671071,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,32,0.3043219,-0.001000169,0.02878392,-0.01526466,1.650119,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,33,0.3084348,-0.001000168,0.01920438,-0.01937756,1.64054,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,34,0.3002166,-0.001000166,0.0003516673,-0.01115936,1.621687,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,35,0.292985,-0.0009999265,-0.009232283,-0.003927767,1.612103,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,36,0.2885207,-0.0009999234,-0.0340066,0.000536561,1.587329,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,37,0.2816472,-0.0009999225,-0.04244626,0.007410049,1.578889,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,38,0.2786696,-0.000999921,-0.05463433,0.01038766,1.566701,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,39,0.2797074,-0.0009999182,-0.07859409,0.009349823,1.542741,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,40,0.2774933,-0.0009999165,-0.09261692,0.01156399,1.528718,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,41,0.2737839,-0.0009999147,-0.1069676,0.01527339,1.514368,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,42,0.2663168,-0.0009999137,-0.1166939,0.02274042,1.504642,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,43,0.2626919,-0.0009999122,-0.1285475,0.02636531,1.492788,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,44,0.2555959,-0.0009999109,-0.1392764,0.03346133,1.482059,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,45,0.2464284,-0.0009999095,-0.1510857,0.0426289,1.47025,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,46,0.2397878,-0.0009999082,-0.1622399,0.04926944,1.459095,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,47,0.2363801,-0.0009999067,-0.1750671,0.05267711,1.446268,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,48,0.2309163,-0.0009999052,-0.1876787,0.05814099,1.433657,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,49,0.221352,-0.0009999047,-0.1914899,0.06770524,1.429845,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,50,0.2096229,-0.0009999048,-0.1901041,0.07943437,1.431231,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,51,0.1936637,-0.0009999044,-0.1939561,0.09539352,1.427379,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,52,0.1808666,-0.0009999039,-0.1978374,0.1081907,1.423498,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,53,0.1609633,-0.0009999037,-0.2006675,0.1280939,1.420668,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,54,0.1490211,-0.0009999028,-0.2067198,0.1400361,1.414616,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,55,0.1406419,-0.0009999021,-0.2128121,0.1484154,1.408523,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,56,0.1293692,-0.0009999016,-0.2180839,0.1596881,1.403252,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,57,0.1171856,-0.0009999009,-0.223266,0.1718717,1.398069,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,58,0.0988051,-0.0009998996,-0.2348355,0.1902522,1.3865,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,59,0.0838334,-0.0009998983,-0.2449591,0.2052239,1.376376,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,60,0.07088175,-0.0009998976,-0.2508216,0.2181755,1.370514,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,61,0.05925056,-0.0009998968,-0.2582619,0.2298067,1.363073,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,62,0.04528506,-0.0009998959,-0.2652327,0.2437722,1.356103,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,63,0.03412211,-0.0009998953,-0.2702383,0.2549351,1.351097,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,64,0.02192572,-0.0009998959,-0.265877,0.2671315,1.355458,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,65,0.004877448,-0.0009998953,-0.2706112,0.2841798,1.350724,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,66,-0.009768128,-0.0009998947,-0.2752656,0.2988254,1.34607,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,67,-0.02339166,-0.0009998946,-0.2762886,0.3124489,1.345047,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,68,-0.03331339,-0.0009998948,-0.2742285,0.3223706,1.347107,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,69,-0.04394525,-0.0009998946,-0.2761631,0.3330025,1.345172,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,70,-0.04850364,-0.0009998957,-0.2664768,0.3375609,1.354859,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,71,-0.05881697,-0.0009998969,-0.2567226,0.3478742,1.364613,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,72,-0.06857747,-0.0009998977,-0.2499206,0.3576347,1.371415,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,73,-0.08407518,-0.0009998984,-0.2443091,0.3731324,1.377026,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,74,-0.1013439,-0.0009998986,-0.2424474,0.3904011,1.378888,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,75,-0.1146672,-0.0009998988,-0.2413007,0.4037245,1.380035,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,76,-0.1274354,-0.0009998986,-0.2421733,0.4164926,1.379162,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,77,-0.1369105,-0.0009998991,-0.2386584,0.4259677,1.382677,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,78,-0.1473663,-0.0009998995,-0.2354664,0.4364235,1.385869,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,79,-0.1533075,-0.0009999007,-0.2250105,0.4423648,1.396325,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,80,-0.1614262,-0.0009999024,-0.2113781,0.4504834,1.409957,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,81,-0.1716129,-0.0009999033,-0.2035871,0.4606702,1.417748,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,82,-0.1954579,-0.0009999044,-0.1941507,0.4845151,1.427185,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,83,-0.2050364,-0.0009999059,-0.1817364,0.4940937,1.439599,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,84,-0.2205132,-0.0009999073,-0.1698673,0.5095705,1.451468,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,85,-0.232578,-0.0009999083,-0.1607245,0.5216352,1.460611,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,86,-0.2350391,-0.0009999105,-0.1426196,0.5240963,1.478716,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,87,-0.2419639,-0.0009999124,-0.1267704,0.5310212,1.494565,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,88,-0.2481539,-0.0009999136,-0.1173053,0.5372111,1.50403,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,89,-0.2701991,-0.0009999146,-0.1081135,0.5592564,1.513222,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,90,-0.2918587,-0.0009999156,-0.1000357,0.5809159,1.5213,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,91,-0.2910258,-0.0009999168,-0.08995008,0.580083,1.531385,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,92,-0.288303,-0.0009999187,-0.07445419,0.5773603,1.546881,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,93,-0.2869769,-0.00099992,-0.06371737,0.5760342,1.557618,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,94,-0.289332,-0.0009999215,-0.05096936,0.5783893,1.570366,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,95,-0.2925589,-0.0009999226,-0.04148459,0.5816162,1.579851,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,96,-0.2948909,-0.0009999238,-0.03104973,0.5839481,1.590286,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,97,-0.2972696,-0.0009999253,-0.01863503,0.5863268,1.6027,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,98,-0.3034589,-0.0009999267,-0.006437898,0.5925161,1.614897,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,99,-0.3124979,-0.001000167,0.008028865,0.6015551,1.629364,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,100,-0.3174978,-0.001000168,0.01896405,0.6065551,1.640299,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,101,-0.3281281,-0.00100017,0.03127694,0.6171854,1.652612,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,102,-0.3307956,-0.001000171,0.04621589,0.6198528,1.667551,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,103,-0.3236607,-0.001000172,0.05473995,0.6127179,1.676075,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,104,-0.314135,-0.001000174,0.06401575,0.6031922,1.685351,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,105,-0.3069422,-0.001000175,0.07284284,0.5959995,1.694178,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,106,-0.2983573,-0.001000175,0.07847309,0.5874146,1.699808,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,107,-0.2855846,-0.001000176,0.08429849,0.5746418,1.705634,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,108,-0.274312,-0.001000177,0.09425914,0.5633693,1.715595,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,109,-0.2586906,-0.001000179,0.1052692,0.5477479,1.726605,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,110,-0.2488678,-0.001000179,0.1093463,0.537925,1.730682,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,111,-0.2417802,-0.00100018,0.1169598,0.5308374,1.738295,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,112,-0.2325796,-0.001000181,0.1269139,0.5216368,1.748249,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,113,-0.2241759,-0.001000182,0.1364578,0.5132332,1.757793,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,114,-0.217007,-0.001000184,0.1550995,0.5060642,1.776435,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,115,-0.2101983,-0.001000186,0.1657645,0.4992556,1.7871,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,116,-0.2031665,-0.001000187,0.1749856,0.4922237,1.796321,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,117,-0.1927943,-0.001000188,0.1886916,0.4818516,1.810027,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,118,-0.1824833,-0.001000191,0.2075758,0.4715405,1.828911,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,119,-0.1732571,-0.001000193,0.2235093,0.4623143,1.844845,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,120,-0.1667332,-0.001000194,0.2364918,0.4557904,1.857827,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,121,-0.1591888,-0.001000195,0.2456151,0.4482461,1.866951,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,122,-0.1436038,-0.001000195,0.2475152,0.4326611,1.868851,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,123,-0.1279103,-0.001000196,0.2493521,0.4169676,1.870687,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,124,-0.1168105,-0.001000196,0.2479225,0.4058678,1.869258,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,125,-0.1020724,-0.001000196,0.251768,0.3911297,1.873103,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,126,-0.083646,-0.001000196,0.2559224,0.3727033,1.877258,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,127,-0.07158554,-0.001000196,0.2537541,0.3606428,1.87509,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,128,-0.05738568,-0.001000195,0.2463443,0.3464429,1.86768,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,129,-0.04663035,-0.001000195,0.2472495,0.3356876,1.868585,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,130,-0.02052662,-0.001000196,0.2491639,0.3095839,1.870499,3.853175
17,2,2,25,4,0.1396,1.773552,RL,0,131,-0.006878555,-0.001000196,0.2509483,0.2959358,1.872284,3.853175
17,3,2,25,4,0.1396,1.773552,LR,0,0,-0.6262134,-0.01139211,-0.04272604,-0.3371562,1.578609,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,1,-0.6162519,-0.01139211,-0.05272937,-0.3271947,1.568606,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,2,-0.6041104,-0.01139211,-0.06331778,-0.3150531,1.558018,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,3,-0.5964347,-0.01139211,-0.07275546,-0.3073774,1.54858,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,4,-0.5901821,-0.01139211,-0.08135271,-0.3011248,1.539983,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,5,-0.5798302,-0.01139211,-0.09067535,-0.2907729,1.53066,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,6,-0.5654048,-0.01139211,-0.0941385,-0.2763475,1.527197,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,7,-0.5554155,-0.01139211,-0.09684932,-0.2663583,1.524486,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,8,-0.5443357,-0.0113921,-0.1026666,-0.2552784,1.518669,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,9,-0.5330217,-0.0113921,-0.1089767,-0.2439644,1.512359,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,10,-0.520478,-0.0113921,-0.111153,-0.2314208,1.510182,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,11,-0.5090178,-0.0113921,-0.1115614,-0.2199606,1.509774,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,12,-0.4943824,-0.0113921,-0.1140175,-0.2053251,1.507318,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,13,-0.4798143,-0.0113921,-0.1178759,-0.190757,1.503459,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,14,-0.4668938,-0.0113921,-0.1191683,-0.1778365,1.502167,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,15,-0.4567203,-0.0113921,-0.1217718,-0.167663,1.499564,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,16,-0.4462334,-0.0113921,-0.1223671,-0.1571762,1.498968,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,17,-0.4338778,-0.0113921,-0.1224446,-0.1448205,1.498891,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,18,-0.421623,-0.0113921,-0.1237854,-0.1325658,1.49755,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,19,-0.4078654,-0.0113921,-0.1219256,-0.1188081,1.49941,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,20,-0.391672,-0.0113921,-0.1157937,-0.1026147,1.505542,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,21,-0.3787954,-0.0113921,-0.111972,-0.08973813,1.509363,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,22,-0.3627676,-0.0113921,-0.1059772,-0.07371038,1.515358,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,23,-0.3467948,-0.0113921,-0.09853089,-0.05773756,1.522804,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,24,-0.3311508,-0.01139211,-0.09427321,-0.04209352,1.527062,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,25,-0.321145,-0.01139211,-0.09219718,-0.03208774,1.529138,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,26,-0.3118969,-0.01139211,-0.08722842,-0.02283964,1.534107,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,27,-0.3034664,-0.01139211,-0.08154154,-0.01440915,1.539794,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,28,-0.2906743,-0.01139211,-0.07438076,-0.001617074,1.546955,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,29,-0.2771646,-0.01139211,-0.06904972,0.01189262,1.552286,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,30,-0.2662539,-0.01139211,-0.06473041,0.0228034,1.556605,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,31,-0.2505823,-0.01139211,-0.05999446,0.03847492,1.561341,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,32,-0.235013,-0.01139211,-0.04765689,0.05404425,1.573678,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,33,-0.2194012,-0.01139211,-0.03969455,0.06965604,1.581641,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,34,-0.2054766,-0.01139211,-0.02815414,0.08358067,1.593181,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,35,-0.190348,-0.01139211,-0.02094031,0.09870926,1.600395,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,36,-0.1778239,-0.01139211,-0.01249516,0.1112334,1.60884,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,37,-0.1656604,-0.01139212,-0.009220005,0.1233969,1.612115,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,38,-0.1572373,-0.01139235,-0.003181459,0.13182,1.618154,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,39,-0.1467386,-0.01139236,0.006730913,0.1423187,1.628066,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,40,-0.1330896,-0.01139236,0.01109421,0.1559677,1.63243,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,41,-0.1216431,-0.01139236,0.0173037,0.1674142,1.638639,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,42,-0.1113751,-0.01139236,0.02401316,0.1776821,1.645349,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,43,-0.1007864,-0.01139236,0.03033507,0.1882709,1.65167,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,44,-0.08875108,-0.01139236,0.03846848,0.2003062,1.659804,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,45,-0.07880932,-0.01139236,0.04449737,0.2102479,1.665833,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,46,-0.06890291,-0.01139236,0.04884481,0.2201543,1.67018,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,47,-0.05933271,-0.01139236,0.05486,0.2297245,1.676195,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,48,-0.04925859,-0.01139236,0.0585469,0.2397987,1.679882,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,49,-0.03920668,-0.01139236,0.06086886,0.2498506,1.682204,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,50,-0.02248737,-0.01139236,0.06249595,0.2665699,1.683831,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,51,-0.002757132,-0.01139236,0.07576263,0.2863001,1.697098,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,52,0.01199594,-0.01139237,0.08550537,0.3010532,1.706841,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,53,0.02152511,-0.01139237,0.09135079,0.3105824,1.712686,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,54,0.03830892,-0.01139237,0.1011801,0.3273662,1.722515,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,55,0.0491603,-0.01139237,0.1041776,0.3382176,1.725513,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,56,0.06564781,-0.01139237,0.102399,0.3547051,1.723734,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,57,0.07534879,-0.01139237,0.1053011,0.364406,1.726637,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,58,0.09081414,-0.01139237,0.1088437,0.3798714,1.730179,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,59,0.1019486,-0.01139237,0.1133262,0.3910059,1.734662,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,60,0.1121654,-0.01139237,0.1179278,0.4012227,1.739263,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,61,0.127846,-0.01139237,0.1203775,0.4169032,1.741713,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,62,0.1388051,-0.01139237,0.1202344,0.4278623,1.74157,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,63,0.1494498,-0.01139237,0.1204345,0.4385071,1.74177,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,64,0.1664427,-0.01139237,0.1208574,0.4555,1.742193,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,65,0.1793831,-0.01139237,0.1169261,0.4684404,1.738261,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,66,0.1972202,-0.01139237,0.1107035,0.4862775,1.732039,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,67,0.2102111,-0.01139237,0.1070292,0.4992684,1.728365,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,68,0.2233871,-0.01139237,0.1001065,0.5124444,1.721442,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,69,0.2373296,-0.01139237,0.09015167,0.5263869,1.711487,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,70,0.2499642,-0.01139236,0.08202243,0.5390214,1.703358,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,71,0.2633448,-0.01139236,0.07782602,0.552402,1.699161,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,72,0.275555,-0.01139236,0.07456839,0.5646123,1.695904,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,73,0.2900536,-0.01139236,0.06920314,0.5791109,1.690539,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,74,0.299804,-0.01139236,0.06610179,0.5888612,1.687437,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,75,0.316823,-0.01139236,0.06229389,0.6058803,1.683629,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,76,0.3263355,-0.01139236,0.05554688,0.6153927,1.676882,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,77,0.3386875,-0.01139236,0.04706585,0.6277448,1.668401,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,78,0.3511021,-0.01139236,0.03974879,0.6401594,1.661084,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,79,0.3667591,-0.01139236,0.03022075,0.6558163,1.651556,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,80,0.3817469,-0.01139236,0.02324366,0.6708041,1.644579,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,81,0.3939122,-0.01139236,0.01790094,0.6829695,1.639236,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,82,0.4107179,-0.01139236,0.01294947,0.6997752,1.634285,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,83,0.4291764,-0.01139235,0.002524255,0.7182337,1.62386,3.842782
17,3,2,25,4,0.1396,1.773552,LR,0,84,0.4377406,-0.01139212,-0.008906485,0.7267978,1.612429,3.842783
17,3,2,25,4,0.1396,1.773552,LR,0,85,0.4412979,-0.01139211,-0.02097273,0.7303551,1.600363,3.842783
