PID,taskType,rightHanded,width,length,rotation,execType,trialRep,PositionX,PositionY
0,True,False,0.02,0.2,Rot1,0,0,-0.0008179849,0.003540754

0,True,False,0.02,0.2,Rot1,0,0,-0.001356036,0.00459516

0,True,False,0.02,0.2,Rot1,0,0,-0.0007237201,0.005045176

0,True,False,0.02,0.2,Rot1,0,0,-0.0002627972,0.005402207

0,True,False,0.02,0.2,Rot1,0,0,0.0008758007,0.005892158

0,True,False,0.02,0.2,Rot1,0,0,0.001810074,0.006308794

0,True,False,0.02,0.2,Rot1,0,0,0.002984077,0.006330609

0,True,False,0.02,0.2,Rot1,0,0,0.003905505,0.006349683

0,True,False,0.02,0.2,Rot1,0,0,0.00506121,0.006386995

0,True,False,0.02,0.2,Rot1,0,0,0.006396741,0.006124973

0,True,False,0.02,0.2,Rot1,0,0,0.007679642,0.005939603

0,True,False,0.02,0.2,Rot1,0,0,0.00996706,0.005604386

0,True,False,0.02,0.2,Rot1,0,0,0.01215601,0.005374432

0,True,False,0.02,0.2,Rot1,0,0,0.01260421,0.004660248

0,True,False,0.02,0.2,Rot1,0,0,0.01305285,0.004160999

0,True,False,0.02,0.2,Rot1,0,0,0.01351732,0.003766177

0,True,False,0.02,0.2,Rot1,0,0,0.01334599,0.003259657

0,True,False,0.02,0.2,Rot1,0,0,0.01327926,0.002851127

0,True,False,0.02,0.2,Rot1,0,0,0.01316101,0.002800941

0,True,False,0.02,0.2,Rot1,0,0,0.01316393,0.002756953

0,True,False,0.02,0.2,Rot1,0,0,0.01299489,0.002710103

0,True,False,0.02,0.2,Rot1,0,0,0.01301235,0.002610325

0,True,False,0.02,0.2,Rot1,0,0,0.01318467,0.002508521

0,True,False,0.02,0.2,Rot1,0,0,0.0133659,0.002406834

0,True,False,0.02,0.2,Rot1,0,0,0.01353556,0.002349853

0,True,False,0.02,0.2,Rot1,0,0,0.01364678,0.00241065

0,True,False,0.02,0.2,Rot1,0,0,0.01364726,0.002412556

0,True,False,0.02,0.2,Rot1,0,0,0.01363361,0.002420782

0,True,False,0.02,0.2,Rot1,0,0,0.01360533,0.002394915

0,True,False,0.02,0.2,Rot1,0,0,0.01343063,0.002337098

0,True,False,0.02,0.2,Rot1,0,0,0.01334185,0.00230527

0,True,False,0.02,0.2,Rot1,0,0,0.01325187,0.0022707

0,True,False,0.02,0.2,Rot1,0,0,0.01308429,0.002271415

0,True,False,0.02,0.2,Rot1,0,0,0.01291207,0.002270938

0,True,False,0.02,0.2,Rot1,0,0,0.01266113,0.002328635

0,True,False,0.02,0.2,Rot1,0,0,0.01234606,0.002403023

0,True,False,0.02,0.2,Rot1,0,0,0.01197067,0.00247872

0,True,False,0.02,0.2,Rot1,0,0,0.01161471,0.002605201

0,True,False,0.02,0.2,Rot1,0,0,0.01143155,0.002673747

0,True,False,0.02,0.2,Rot1,0,0,0.01121774,0.002841355

0,True,False,0.02,0.2,Rot1,0,0,0.01095545,0.003068926

0,True,False,0.02,0.2,Rot1,0,0,0.01063895,0.0033623

0,True,False,0.02,0.2,Rot1,0,0,0.01033977,0.003589514

0,True,False,0.02,0.2,Rot1,0,0,0.009991556,0.003853801

0,True,False,0.02,0.2,Rot1,0,0,0.009503216,0.004343274

0,True,False,0.02,0.2,Rot1,0,0,0.008965105,0.004894974

0,True,False,0.02,0.2,Rot1,0,0,0.008498966,0.005304578

0,True,False,0.02,0.2,Rot1,0,0,0.008140177,0.005659701

0,True,False,0.02,0.2,Rot1,0,0,0.007869809,0.005933406

0,True,False,0.02,0.2,Rot1,0,0,0.007735997,0.006116392

0,True,False,0.02,0.2,Rot1,0,0,0.007617681,0.006285908

0,True,False,0.02,0.2,Rot1,0,0,0.007502584,0.006457808

0,True,False,0.02,0.2,Rot1,0,0,0.007455795,0.006626966

0,True,False,0.02,0.2,Rot1,0,0,0.007415501,0.006798151

0,True,False,0.02,0.2,Rot1,0,0,0.00739446,0.00698531

0,True,False,0.02,0.2,Rot1,0,0,0.007313249,0.007123593

