PID,taskType,rightHanded,width,length,rotation,execType,trialRep,PositionX,PositionY
0,True,False,0.02,0.2,Rot5,0,0,-0.002944956,0.003220439

0,True,False,0.02,0.2,Rot5,0,0,-0.002968597,0.003491998

0,True,False,0.02,0.2,Rot5,0,0,-0.002727906,0.003516674

0,True,False,0.02,0.2,Rot5,0,0,-0.002526613,0.003576994

0,True,False,0.02,0.2,Rot5,0,0,-0.002032059,0.003461599

0,True,False,0.02,0.2,Rot5,0,0,-0.001813354,0.003550887

0,True,False,0.02,0.2,Rot5,0,0,-0.001637433,0.003699064

0,True,False,0.02,0.2,Rot5,0,0,-0.001367549,0.003967762

0,True,False,0.02,0.2,Rot5,0,0,-0.001501518,0.004257321

0,True,False,0.02,0.2,Rot5,0,0,-0.001617412,0.004549503

0,True,False,0.02,0.2,Rot5,0,0,-0.001663337,0.004906058

0,True,False,0.02,0.2,Rot5,0,0,-0.001693586,0.005262733

0,True,False,0.02,0.2,Rot5,0,0,-0.001751992,0.005470276

0,True,False,0.02,0.2,Rot5,0,0,-0.001788924,0.005665302

0,True,False,0.02,0.2,Rot5,0,0,-0.001672524,0.0057652

0,True,False,0.02,0.2,Rot5,0,0,-0.001760195,0.005824089

0,True,False,0.02,0.2,Rot5,0,0,-0.001868422,0.005890012

0,True,False,0.02,0.2,Rot5,0,0,-0.001931538,0.006060839

0,True,False,0.02,0.2,Rot5,0,0,-0.001983883,0.006195426

0,True,False,0.02,0.2,Rot5,0,0,-0.001983952,0.006195426

0,True,False,0.02,0.2,Rot5,0,0,-0.001907515,0.006536126

0,True,False,0.02,0.2,Rot5,0,0,-0.001800703,0.006907582

0,True,False,0.02,0.2,Rot5,0,0,-0.001823934,0.00748837

0,True,False,0.02,0.2,Rot5,0,0,-0.0018435,0.008112073

0,True,False,0.02,0.2,Rot5,0,0,-0.001877573,0.008830309

0,True,False,0.02,0.2,Rot5,0,0,-0.001930291,0.009904146

0,True,False,0.02,0.2,Rot5,0,0,-0.002673032,0.01057267

0,True,False,0.02,0.2,Rot5,0,0,-0.003359441,0.01122153

0,True,False,0.02,0.2,Rot5,0,0,-0.00349811,0.01148093

0,True,False,0.02,0.2,Rot5,0,0,-0.003610995,0.0116905

0,True,False,0.02,0.2,Rot5,0,0,-0.003693809,0.01189625

0,True,False,0.02,0.2,Rot5,0,0,-0.003779647,0.01189792

0,True,False,0.02,0.2,Rot5,0,0,-0.003907869,0.01202083

0,True,False,0.02,0.2,Rot5,0,0,-0.004030753,0.01212549

0,True,False,0.02,0.2,Rot5,0,0,-0.003988306,0.01206756

0,True,False,0.02,0.2,Rot5,0,0,-0.003730456,0.01212263

0,True,False,0.02,0.2,Rot5,0,0,-0.003338826,0.01220632

0,True,False,0.02,0.2,Rot5,0,0,-0.003066766,0.01227307

0,True,False,0.02,0.2,Rot5,0,0,-0.002801071,0.01234555

0,True,False,0.02,0.2,Rot5,0,0,-0.002511506,0.01241136

0,True,False,0.02,0.2,Rot5,0,0,-0.002168839,0.01254797

0,True,False,0.02,0.2,Rot5,0,0,-0.001831243,0.01277542

0,True,False,0.02,0.2,Rot5,0,0,-0.001498048,0.01302636

0,True,False,0.02,0.2,Rot5,0,0,-0.001260663,0.01306939

0,True,False,0.02,0.2,Rot5,0,0,-0.001053565,0.01310313

0,True,False,0.02,0.2,Rot5,0,0,-0.0007012959,0.01314569

0,True,False,0.02,0.2,Rot5,0,0,-0.0003371841,0.01318753

0,True,False,0.02,0.2,Rot5,0,0,-7.394021E-05,0.01322007

0,True,False,0.02,0.2,Rot5,0,0,0.000147573,0.01321995

0,True,False,0.02,0.2,Rot5,0,0,0.0003090848,0.01316512

0,True,False,0.02,0.2,Rot5,0,0,0.0006135211,0.01300097

0,True,False,0.02,0.2,Rot5,0,0,0.0009196208,0.01293314

0,True,False,0.02,0.2,Rot5,0,0,0.001229597,0.01289105

0,True,False,0.02,0.2,Rot5,0,0,0.001523365,0.01285052

0,True,False,0.02,0.2,Rot5,0,0,0.001605076,0.01270223

0,True,False,0.02,0.2,Rot5,0,0,0.001984102,0.01265454

0,True,False,0.02,0.2,Rot5,0,0,0.002410542,0.01261842

0,True,False,0.02,0.2,Rot5,0,0,0.0024538,0.01266861

0,True,False,0.02,0.2,Rot5,0,0,0.002497453,0.01272285

0,True,False,0.02,0.2,Rot5,0,0,0.002607246,0.01279676

0,True,False,0.02,0.2,Rot5,0,0,0.002718215,0.01287699

0,True,False,0.02,0.2,Rot5,0,0,0.002541661,0.01265156

0,True,False,0.02,0.2,Rot5,0,0,0.002250287,0.01228464

0,True,False,0.02,0.2,Rot5,0,0,0.001909082,0.01187289

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

0,True,False,0.02,0.2,Rot5,0,0,0.00114954,0.01210845

