PID,taskType,rightHanded,width,length,rotation,execType,trialRep,PositionX,PositionY
0,True,False,0.02,0.2,Rot2,0,0,-0.001919996,-0.002194077

0,True,False,0.02,0.2,Rot2,0,0,-0.002068359,-0.003392339

0,True,False,0.02,0.2,Rot2,0,0,-0.002265464,-0.004481227

0,True,False,0.02,0.2,Rot2,0,0,-0.002387102,-0.005421937

0,True,False,0.02,0.2,Rot2,0,0,-0.00255173,-0.006296665

0,True,False,0.02,0.2,Rot2,0,0,-0.002512365,-0.006212355

0,True,False,0.02,0.2,Rot2,0,0,-0.002495601,-0.006112219

0,True,False,0.02,0.2,Rot2,0,0,-0.002541631,-0.005666615

0,True,False,0.02,0.2,Rot2,0,0,-0.002671834,-0.004902066

0,True,False,0.02,0.2,Rot2,0,0,-0.002909812,-0.004452915

0,True,False,0.02,0.2,Rot2,0,0,-0.003116022,-0.004064978

0,True,False,0.02,0.2,Rot2,0,0,-0.002989139,-0.003650011

0,True,False,0.02,0.2,Rot2,0,0,-0.00294714,-0.00310728

0,True,False,0.02,0.2,Rot2,0,0,-0.002823337,-0.002762736

0,True,False,0.02,0.2,Rot2,0,0,-0.002692781,-0.002389521

0,True,False,0.02,0.2,Rot2,0,0,-0.002581756,-0.001834661

0,True,False,0.02,0.2,Rot2,0,0,-0.00262842,-0.00101316

0,True,False,0.02,0.2,Rot2,0,0,-0.002615184,0.0001560744

0,True,False,0.02,0.2,Rot2,0,0,-0.002495926,0.001218408

0,True,False,0.02,0.2,Rot2,0,0,-0.002468858,0.002415091

0,True,False,0.02,0.2,Rot2,0,0,-0.002535276,0.003222138

0,True,False,0.02,0.2,Rot2,0,0,-0.002077074,0.004535586

0,True,False,0.02,0.2,Rot2,0,0,-0.001642783,0.005636067

0,True,False,0.02,0.2,Rot2,0,0,-0.001241223,0.006590784

0,True,False,0.02,0.2,Rot2,0,0,-0.000878536,0.006850512

0,True,False,0.02,0.2,Rot2,0,0,-0.0005620318,0.007094712

0,True,False,0.02,0.2,Rot2,0,0,-0.0004980274,0.007278145

0,True,False,0.02,0.2,Rot2,0,0,-0.0004542815,0.007451327

0,True,False,0.02,0.2,Rot2,0,0,-0.0003968858,0.007583977

0,True,False,0.02,0.2,Rot2,0,0,-0.0003376092,0.007718713

0,True,False,0.02,0.2,Rot2,0,0,-0.0001117148,0.007960142

0,True,False,0.02,0.2,Rot2,0,0,5.499908E-05,0.008198918

0,True,False,0.02,0.2,Rot2,0,0,0.0001639752,0.008342356

0,True,False,0.02,0.2,Rot2,0,0,0.0002593983,0.008469702

0,True,False,0.02,0.2,Rot2,0,0,0.0005681096,0.008614481

0,True,False,0.02,0.2,Rot2,0,0,0.0007321599,0.008692057

0,True,False,0.02,0.2,Rot2,0,0,0.0009536138,0.008870424

0,True,False,0.02,0.2,Rot2,0,0,0.001209522,0.00908199

0,True,False,0.02,0.2,Rot2,0,0,0.001489329,0.009318442

0,True,False,0.02,0.2,Rot2,0,0,0.001536457,0.009341688

0,True,False,0.02,0.2,Rot2,0,0,0.00176873,0.009343029

0,True,False,0.02,0.2,Rot2,0,0,0.002019073,0.009152741

0,True,False,0.02,0.2,Rot2,0,0,0.002153105,0.008942516

0,True,False,0.02,0.2,Rot2,0,0,0.00227373,0.008736015

0,True,False,0.02,0.2,Rot2,0,0,0.002436048,0.008579166

0,True,False,0.02,0.2,Rot2,0,0,0.002638153,0.008340479

0,True,False,0.02,0.2,Rot2,0,0,0.002732384,0.008197964

0,True,False,0.02,0.2,Rot2,0,0,0.002814478,0.008055688

0,True,False,0.02,0.2,Rot2,0,0,0.002893823,0.007910461

0,True,False,0.02,0.2,Rot2,0,0,0.002963847,0.007841201

0,True,False,0.02,0.2,Rot2,0,0,0.003184664,0.007545234

0,True,False,0.02,0.2,Rot2,0,0,0.003321758,0.007355513

0,True,False,0.02,0.2,Rot2,0,0,0.003450076,0.007310094

0,True,False,0.02,0.2,Rot2,0,0,0.003577682,0.007266463

0,True,False,0.02,0.2,Rot2,0,0,0.003846812,0.007058115

0,True,False,0.02,0.2,Rot2,0,0,0.004052005,0.006907822

0,True,False,0.02,0.2,Rot2,0,0,0.004226147,0.006917836

0,True,False,0.02,0.2,Rot2,0,0,0.00440476,0.006934197

0,True,False,0.02,0.2,Rot2,0,0,0.004548597,0.00700757

0,True,False,0.02,0.2,Rot2,0,0,0.004695511,0.007091136

0,True,False,0.02,0.2,Rot2,0,0,0.004885538,0.007179202

0,True,False,0.02,0.2,Rot2,0,0,0.005213342,0.00738758

0,True,False,0.02,0.2,Rot2,0,0,0.005528322,0.007605673

0,True,False,0.02,0.2,Rot2,0,0,0.005800764,0.007830294

0,True,False,0.02,0.2,Rot2,0,0,0.005699775,0.007883253

0,True,False,0.02,0.2,Rot2,0,0,0.005620076,0.007917317

0,True,False,0.02,0.2,Rot2,0,0,0.005438915,0.007988455

0,True,False,0.02,0.2,Rot2,0,0,0.005341376,0.008024188

0,True,False,0.02,0.2,Rot2,0,0,0.005245778,0.008097233

0,True,False,0.02,0.2,Rot2,0,0,0.005146115,0.008173527

0,True,False,0.02,0.2,Rot2,0,0,0.004948254,0.008226009

0,True,False,0.02,0.2,Rot2,0,0,0.004537026,0.008217337

0,True,False,0.02,0.2,Rot2,0,0,0.004323847,0.008207889

0,True,False,0.02,0.2,Rot2,0,0,0.004102687,0.008194031

0,True,False,0.02,0.2,Rot2,0,0,0.003836903,0.008183897

0,True,False,0.02,0.2,Rot2,0,0,0.003595146,0.008165808

0,True,False,0.02,0.2,Rot2,0,0,0.003089334,0.008106858

0,True,False,0.02,0.2,Rot2,0,0,0.002792964,0.007996262

0,True,False,0.02,0.2,Rot2,0,0,0.002492367,0.007880361

