PID,taskType,rightHanded,width,length,rotation,execType,trialRep,PositionX,PositionY
0,True,False,0.02,0.2,Rot3,0,0,-0.006143779,0.002828599

0,True,False,0.02,0.2,Rot3,0,0,-0.006198168,0.003098608

0,True,False,0.02,0.2,Rot3,0,0,-0.006197066,0.00326562

0,True,False,0.02,0.2,Rot3,0,0,-0.006236554,0.003490926

0,True,False,0.02,0.2,Rot3,0,0,-0.006265104,0.003681302

0,True,False,0.02,0.2,Rot3,0,0,-0.006211758,0.003875018

0,True,False,0.02,0.2,Rot3,0,0,-0.006129653,0.00400281

0,True,False,0.02,0.2,Rot3,0,0,-0.006129146,0.004001976

0,True,False,0.02,0.2,Rot3,0,0,-0.006326348,0.003953696

0,True,False,0.02,0.2,Rot3,0,0,-0.006369293,0.004048229

0,True,False,0.02,0.2,Rot3,0,0,-0.006437332,0.004148007

0,True,False,0.02,0.2,Rot3,0,0,-0.006483615,0.00422144

0,True,False,0.02,0.2,Rot3,0,0,-0.006483615,0.00422156

0,True,False,0.02,0.2,Rot3,0,0,-0.006935806,0.004177571

0,True,False,0.02,0.2,Rot3,0,0,-0.006935478,0.004177571

0,True,False,0.02,0.2,Rot3,0,0,-0.007504404,0.004115702

0,True,False,0.02,0.2,Rot3,0,0,-0.008069516,0.004251004

0,True,False,0.02,0.2,Rot3,0,0,-0.008178235,0.004160524

0,True,False,0.02,0.2,Rot3,0,0,-0.008300693,0.00404966

0,True,False,0.02,0.2,Rot3,0,0,-0.008386136,0.003776789

0,True,False,0.02,0.2,Rot3,0,0,-0.008457781,0.003535867

0,True,False,0.02,0.2,Rot3,0,0,-0.008573712,0.003079296

0,True,False,0.02,0.2,Rot3,0,0,-0.008689702,0.002600193

0,True,False,0.02,0.2,Rot3,0,0,-0.008722992,0.002429247

0,True,False,0.02,0.2,Rot3,0,0,-0.008734853,0.002260924

0,True,False,0.02,0.2,Rot3,0,0,-0.008627445,0.002150655

0,True,False,0.02,0.2,Rot3,0,0,-0.008385659,0.001936437

0,True,False,0.02,0.2,Rot3,0,0,-0.008323641,0.001806141

0,True,False,0.02,0.2,Rot3,0,0,-0.008253724,0.001662493

0,True,False,0.02,0.2,Rot3,0,0,-0.008178295,0.001509786

0,True,False,0.02,0.2,Rot3,0,0,-0.007974119,0.001394273

0,True,False,0.02,0.2,Rot3,0,0,-0.007624567,0.001362444

0,True,False,0.02,0.2,Rot3,0,0,-0.007373006,0.001297832

0,True,False,0.02,0.2,Rot3,0,0,-0.007108838,0.001238943

0,True,False,0.02,0.2,Rot3,0,0,-0.006762744,0.001296997

0,True,False,0.02,0.2,Rot3,0,0,-0.006473065,0.001360059

0,True,False,0.02,0.2,Rot3,0,0,-0.006029964,0.0014956

0,True,False,0.02,0.2,Rot3,0,0,-0.005733312,0.001624346

0,True,False,0.02,0.2,Rot3,0,0,-0.005311639,0.001804471

0,True,False,0.02,0.2,Rot3,0,0,-0.005197734,0.001970173

0,True,False,0.02,0.2,Rot3,0,0,-0.004981786,0.002334118

0,True,False,0.02,0.2,Rot3,0,0,-0.004871876,0.00252688

0,True,False,0.02,0.2,Rot3,0,0,-0.004741073,0.002744675

0,True,False,0.02,0.2,Rot3,0,0,-0.004525006,0.003060699

0,True,False,0.02,0.2,Rot3,0,0,-0.004315227,0.00354004

0,True,False,0.02,0.2,Rot3,0,0,-0.004067779,0.003785968

0,True,False,0.02,0.2,Rot3,0,0,-0.004067809,0.003786087

0,True,False,0.02,0.2,Rot3,0,0,-0.003687471,0.004202724

0,True,False,0.02,0.2,Rot3,0,0,-0.003374099,0.0046978

0,True,False,0.02,0.2,Rot3,0,0,-0.003038883,0.005228519

0,True,False,0.02,0.2,Rot3,0,0,-0.002658158,0.005725265

0,True,False,0.02,0.2,Rot3,0,0,-0.00231859,0.00619948

